"SITE_ID","YEAR","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"SND152","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.106","2.324","0.838","1.009","1.832","0.924","0.242","0.181","0.048","0.1","0.087"
"CHA467","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.642","1.168","0.313","0.676","0.979","0.405","0.238","0.109","0.031","0.046","0.043"
"UVL124","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","4.546","3.322","1.94","1.557","3.472","1.528","0.369","0.077","0.07","0.067","0.059"
"CDR119","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","4.795","4.517","0.257","0.96","1.202","1.375","0.168","0.045","0.028","0.076","0.036"
"MOR409","1996.0","01/02/1996 09:00:00","12/31/1996 08:00:00","0.953","0.817","0.176","0.487","0.655","0.234","","","","",""
"YEL408","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.55","0.286","0.104","0.144","0.246","0.123","0.067","0.016","0.011","0.02","0.014"
"ROM206","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.322","0.587","0.233","0.588","0.811","0.248","0.102","0.02","0.014","0.024",""
"YEL408","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"CND125","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.283","0.867","0.352","0.516","0.86","0.306","0.089","0.171","0.035","0.078","0.11"
"VPI120","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","2.52","1.543","0.373","0.853","1.212","0.526","0.17","0.093","0.034","0.046","0.047"
"UND002","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.348","0.639","0.354","0.362","0.711","0.277","0.113","0.078","0.022","0.035","0.064"
"PED108","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","6.21","5.721","0.365","2.092","2.424","1.641","","","","",""
"ALC188","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"GTH161","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.102","0.428","0.116","0.179","0.292","0.164","0.109","0.023","0.016","0.021","0.014"
"ACA416","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.564","0.935","0.402","0.366","0.762","0.265","0.057","0.369","0.048","0.049","0.334"
"LAV410","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.236","0.447","0.193","0.5","0.685","0.186","0.064","0.063","0.016","0.03",""
"ASH135","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.456","0.513","0.189","0.179","0.365","0.184","0.073","0.094","0.021","0.067","0.093"
"PND165","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","0.349","0.525","0.158","0.341","0.493","0.194","","","","",""
"PIN414","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.344","0.711","0.664","0.483","1.139","0.17","0.153","0.518","0.082","0.076","0.466"
"GRC474","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","0.747","0.808","0.246","0.704","0.939","0.263","","","","",""
"QAK172","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","19.315","5.427","1.211","3.693","4.845","1.789","0.316","0.107","0.059","0.072",""
"CKT136","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","6.786","4.644","0.456","2.034","2.458","1.45","0.193","0.094","0.033","0.061","0.035"
"PNF126","1991.0","01/01/1991 09:00:00","12/31/1991 08:00:00","3.538","4.856","0.283","1.582","1.84","1.123","","","","",""
"CND125","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.394","1.027","0.454","0.624","1.068","0.361","0.096","0.209","0.04","0.079","0.13"
"PRK134","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","1.63","2.125","1.416","0.893","2.295","1.077","","","","",""
"BVL130","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","3.93","3.247","1.912","1.688","3.574","1.424","0.513","0.075","0.086","0.084","0.06"
"YOS404","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","0.418","0.731","0.339","0.716","1.044","0.299","","","","",""
"ALC188","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","1.123","3.066","0.912","0.866","1.764","0.609","0.332","0.869","0.133","0.116","0.501"
"ONL102","1987.0","01/01/1987 00:00:00","12/29/1987 08:00:00","","","","","","","","","","",""
"ANA115","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","4.565","3.302","1.795","1.652","3.421","1.429","0.338","0.109","0.086","0.065","0.092"
"ROM206","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.137","0.321","0.212","0.341","0.548","0.145","0.117","0.031","0.017","0.032","0.018"
"CVL151","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","1.964","3.695","0.502","1.457","1.936","1.139","0.197","0.14","0.039","0.091",""
"VPI120","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","3.788","2.149","0.434","1.033","1.45","0.741","0.18","0.074","0.033","0.048","0.04"
"DCP114","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","5.65","3.562","1.324","1.89","3.184","1.446","0.275","0.105","0.063","0.076","0.049"
"ESP127","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","3.613","4.508","0.354","1.761","2.087","1.444","0.192","0.072","0.03","0.073",""
"SUM256","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","","","","","","","","","","",""
"HOX148","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.558","0.909","0.697","0.499","1.188","0.454","0.193","0.036","0.043","0.045","0.038"
"CDR119","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.407","1.105","0.235","0.42","0.649","0.414","0.135","0.046","0.024","0.07","0.036"
"CKT136","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.718","1.284","0.483","0.758","1.229","0.502","0.189","0.073","0.031","0.056","0.039"
"CHA467","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.201","0.573","0.356","0.402","0.751","0.187","0.349","0.141","0.042","0.065","0.081"
"BEL116","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.472","1.72","0.877","1.06","1.92","0.647","0.208","0.282","0.053","0.066","0.244"
"KNZ184","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","1.238","2.082","1.659","1.06","2.703","0.653","1.616","0.078","0.058","0.088","0.034"
"YEL408","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.774","0.321","0.121","0.162","0.281","0.143","0.085","0.022","0.013","0.024","0.015"
"SEK430","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.722","1.29","1.541","1.379","2.897","0.788","0.188","0.168","0.045","0.089","0.035"
"PAR107","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","4.828","6.048","0.424","1.305","1.708","1.691","0.522","0.089","0.051","0.109",""
"VPI120","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","7.995","5.167","0.375","2.56","2.894","1.237","","","","",""
"DCP114","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","9.144","5.752","1.87","3.048","4.869","2.279","","","","",""
"BVL130","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","6.264","4.639","2.859","2.311","5.133","2.123","","","","",""
"JOT403","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.348","0.684","0.741","1.217","1.939","0.221","0.311","0.246","0.059","0.064","0.075"
"LRL117","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","11.252","4.835","0.381","1.469","1.826","1.42","0.145","0.079","0.023","0.051","0.048"
"SUM156","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.283","1.17","0.513","0.305","0.814","0.213","0.147","0.661","0.096","0.094","0.695"
"THR422","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"ANA115","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","2.377","2.249","1.586","0.95","2.521","1.103","0.29","0.081","0.072","0.091","0.07"
"DEN417","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"WST109","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","1.214","1.919","0.212","0.599","0.801","0.618","","","","",""
"SAN189","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.431","0.939","1.051","0.524","1.566","0.485","0.516","0.038","0.062","0.06","0.03"
"VOY413","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.301","0.593","0.535","0.239","0.77","0.308","0.152","0.043","0.036","0.04","0.043"
"CND125","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","4.885","5.108","0.551","2.012","2.531","1.664","","","","",""
"IRL141","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.639","1.735","1.272","0.233","1.501","0.3","0.311","2.721","0.347","0.157","4.468"
"GTH161","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.177","0.46","0.135","0.26","0.391","0.181","0.108","0.017","0.015","0.024",""
"ANA115","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.337","1.628","1.376","0.953","2.313","0.807","0.307","0.107","0.072","0.072","0.095"
"VPI120","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.435","0.969","0.356","0.614","0.96","0.367","0.181","0.062","0.036","0.061","0.037"
"BVL130","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.635","1.184","1.474","0.836","2.296","0.661","0.442","0.079","0.08","0.078","0.062"
"MOR409","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","1.063","0.927","0.173","0.397","0.563","0.293","0.039","0.149","0.021","0.038",""
"MCK131","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.504","1.192","0.721","0.885","1.592","0.532","0.249","0.079","0.04","0.083","0.044"
"OLY421","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","1.644","1.139","0.654","0.358","1.006","0.35","0.061","0.384","0.051","0.073",""
"BFT142","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.799","1.941","0.877","0.462","1.332","0.487","0.157","0.937","0.125","0.088","0.942"
"KIC003","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.673","1.387","1.332","0.591","1.913","0.477","1.567","0.068","0.057","0.088","0.045"
"THR422","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.109","1.037","0.502","0.586","1.079","0.4","0.263","0.054","0.045","0.044","0.017"
"EGB181","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.451","0.764","0.962","0.504","1.458","0.387","0.34","0.09","0.05","0.046","0.107"
"LAV410","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.166","0.429","0.153","0.246","0.395","0.167","0.057","0.045","0.013","0.035","0.019"
"GRC474","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.142","0.425","0.237","0.427","0.658","0.142","0.199","0.087","0.032","0.034","0.037"
"BVL130","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.548","1.131","1.391","0.864","2.241","0.614","0.45","0.057","0.08","0.076","0.049"
"PED108","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","7.048","6.052","0.339","2.235","2.539","1.702","","","","",""
"BWR139","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.806","1.15","1.044","0.731","1.763","0.464","0.136","0.405","0.066","0.063","0.303"
"SAL133","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.687","1.286","1.857","0.861","2.705","0.88","0.316","0.081","0.073","0.084","0.087"
"CDR119","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","5.42","4.509","0.254","1.431","1.662","1.404","0.161","0.067","0.024","0.066",""
"VPI120","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","2.205","1.27","0.406","0.729","1.124","0.476","0.173","0.071","0.029","0.048","0.04"
"DEV412","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.419","1.055","0.342","1.232","1.554","0.349","0.27","0.177","0.045","0.047","0.051"
"PRK134","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","1.731","2.181","1.584","0.92","2.49","1.112","0.281","0.051","0.052","0.054","0.046"
"MKG113","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","7.281","3.396","0.906","1.494","2.376","1.221","0.243","0.136","0.037","0.074","0.061"
"BVL130","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","7.157","5.102","2.63","2.24","4.835","2.253","","","","",""
"SEK430","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"LRL117","1987.0","01/01/1987 00:00:00","12/29/1987 08:00:00","","","","","","","","","","",""
"ACA416","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","1.9","2.15","0.517","1.015","1.516","0.529","0.074","0.466","0.057","0.052",""
"MCK231","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","8.331","5.289","1.443","2.83","4.228","2.048","0.316","0.107","0.043","0.079",""
"HOX148","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","2.456","2.719","1.195","1.243","2.418","1.189","0.217","0.062","0.05","0.045",""
"VOY413","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","0.968","1.385","0.425","0.65","1.065","0.501","","","","",""
"PET427","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.226","0.462","0.243","0.588","0.822","0.171","0.248","0.073","0.031","0.057","0.039"
"UVL124","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.627","1.664","1.603","0.81","2.4","0.952","0.288","0.079","0.056","0.062","0.066"
"QAK172","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","17.705","5.937","1.077","3.847","4.863","1.868","","","","",""
"WPB104","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","11.998","4.989","0.602","2.472","3.035","1.478","","","","",""
"DUK008","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","","","","","","","","","","",""
"UIN162","1990.0","01/02/1990 09:00:00","01/01/1991 08:00:00","0.389","0.629","0.204","0.409","0.607","0.256","","","","",""
"MKG113","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.607","1.125","0.767","0.649","1.406","0.509","0.274","0.088","0.036","0.076","0.065"
"BEL116","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.977","1.353","0.861","0.991","1.836","0.566","0.204","0.168","0.044","0.063","0.107"
"CNT169","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","0.426","0.565","0.1","0.359","0.453","0.181","","","","",""
"BWR139","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","8.232","4.747","1.199","2.646","3.802","1.661","0.166","0.385","0.065","0.078",""
"CTH110","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.668","0.945","0.656","0.563","1.209","0.463","0.168","0.073","0.028","0.048","0.058"
"ANA115","1994.0","01/04/1994 09:00:00","01/03/1995 08:00:00","6.153","3.842","1.706","1.908","3.584","1.531","","","","",""
"BVL130","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","2.629","2.723","2.04","1.309","3.328","1.301","0.548","0.093","0.094","0.077","0.076"
"GTH161","1993.0","12/29/1992 09:00:00","01/04/1994 08:00:00","0.218","0.558","0.106","0.217","0.32","0.187","","","","",""
"WST109","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.356","0.946","0.18","0.291","0.466","0.35","0.056","0.075","0.015","0.044","0.063"
"GLR468","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.185","0.295","0.137","0.18","0.314","0.117","0.103","0.029","0.022","0.038","0.019"
"YEL408","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.774","0.533","0.208","0.278","0.482","0.223","0.092","0.023","0.016","0.034","0.014"
"MEV405","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","0.993","0.763","0.161","0.761","0.91","0.263","","","","",""
"GRS420","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.761","1.729","0.324","0.934","1.244","0.522","0.177","0.096","0.032","0.057","0.023"
"HWF187","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.356","1.105","0.188","0.288","0.472","0.411","0.064","0.044","0.014","0.032","0.043"
"VPI120","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","7.461","4.822","0.561","2.84","3.356","1.33","","","","",""
"BWR139","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.89","1.86","1.128","0.88","1.994","0.768","0.128","0.371","0.057","0.065","0.234"
"YEL408","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.645","0.278","0.103","0.148","0.249","0.137","0.074","0.015","0.011","0.03","0.014"
"BUF603","2022.0","01/04/2022 09:00:00","01/03/2023 08:00:00","","","","","","","","","","",""
"PND165","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","0.291","0.496","0.112","0.288","0.395","0.188","","","","",""
"PAR107","1995.0","01/03/1995 09:00:00","01/02/1996 08:00:00","7.492","5.498","0.613","1.706","2.292","1.571","","","","",""
"OXF122","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","6.654","3.564","1.269","1.797","3.037","1.405","0.331","0.118","0.071","0.08","0.082"
"ESP127","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","3.275","4.446","0.468","1.484","1.928","1.44","0.238","0.136","0.04","0.074","0.041"
"SND152","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","6.178","6.014","1.716","2.093","3.775","2.559","","","","",""
"STK138","1997.0","12/31/1996 09:00:00","12/30/1997 08:00:00","4.24","3.14","3.762","1.142","4.885","1.951","","","","",""
"MCK231","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.4","1.058","0.65","0.77","1.407","0.47","0.223","0.07","0.037","0.077","0.052"
"GTH161","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","0.154","0.585","0.1","0.229","0.326","0.204","","","","",""
"SUM156","1988.0","12/29/1987 09:00:00","01/03/1989 08:00:00","","","","","","","","","","",""
"ROM406","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.293","0.633","0.243","0.558","0.792","0.254","0.099","0.024","0.017","0.028","0.014"
"KNZ184","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","1.284","2.956","1.793","1.388","3.158","0.954","1.307","0.087","0.061","0.08",""
"VOY413","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.595","1.123","0.556","0.323","0.874","0.453","0.136","0.052","0.033","0.041","0.031"
"BFT142","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","3.308","4.021","1.35","1.373","2.655","0.974","0.345","1.017","0.141","0.118",""
"UVL124","2021.0","12/29/2020 09:00:00","01/04/2022 08:00:00","0.608","0.945","1.263","0.691","1.944","0.583","0.336","0.064","0.062","0.069","0.054"
"ROM406","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.284","0.584","0.236","0.53","0.758","0.242","0.088","0.023","0.012","0.021","0.013"
"MAC426","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","5.51","4.07","0.992","1.809","2.773","1.516","0.211","0.104","0.037","0.07","0.04"
"CNT169","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.149","0.305","0.142","0.223","0.361","0.139","0.097","0.025","0.016","0.031","0.013"
"PND165","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.163","0.311","0.103","0.235","0.334","0.128","0.07","0.026","0.012","0.018","0.016"
"MEV405","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.249","0.406","0.149","0.484","0.625","0.153","0.149","0.036","0.019","0.025","0.017"
"GAS153","1992.0","12/31/1991 09:00:00","12/29/1992 08:00:00","7.145","5.081","0.278","1.836","2.085","1.523","","","","",""
"BWR139","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","1.618","1.992","1.095","0.825","1.907","0.825","0.117","0.389","0.06","0.063","0.308"
"STK138","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","3.313","2.672","3.108","1.051","4.142","1.611","0.559","0.079","0.164","0.07","0.094"
"CVL151","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.929","2.356","0.499","0.881","1.366","0.764","0.201","0.227","0.046","0.091","0.08"
"GTH161","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.133","0.359","0.115","0.154","0.267","0.134","0.117","0.024","0.017","0.021","0.014"
"ASH135","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","1.004","1.544","0.287","0.346","0.628","0.409","0.137","0.103","0.033","0.196","0.088"
"ALH157","1998.0","12/30/1997 09:00:00","12/29/1998 08:00:00","7.656","4.598","2.603","1.99","4.562","2.092","","","","",""
"GTH161","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.164","0.498","0.109","0.232","0.337","0.184","0.082","0.019","0.014","0.021","0.013"
"ALH157","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","5.34","3.375","2.319","1.427","3.724","1.556","0.532","0.105","0.07","0.086","0.072"
"PSU106","2020.0","12/31/2019 09:00:00","12/29/2020 08:00:00","0.553","0.948","0.807","0.653","1.45","0.486","0.233","0.086","0.039","0.057","0.083"
