"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"VIN140","1991.0","WI","12/04/1990 09:00:00","02/26/1991 08:00:00","26.298","4.573","2.98","2.271","5.214","2.108","","","","",""
"ANA115","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.51","1.108","0.257","0.911","1.154","0.36","0.336","0.025","0.081","0.104","0.032"
"PED108","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","8.336","3.133","0.664","2.013","2.645","1.169","","","","",""
"ARE128","2022.0","WI","11/30/2021 09:00:00","03/01/2022 08:00:00","0.939","0.996","2.431","0.74","3.159","0.89","0.241","0.208","0.037","0.061","0.186"
"DEN417","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","0.206","0.239","0.04","0.115","0.153","0.103","","","","",""
"WST109","1989.0","SU","05/30/1989 09:00:00","08/29/1989 08:00:00","0.808","4.067","0.154","0.741","0.883","1.254","0.052","0.062","0.03","",""
"CKT136","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","3.127","4.921","0.182","1.36","1.521","1.454","0.24","0.065","0.042","0.076","0.032"
"BEL116","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.332","1.195","0.245","0.978","1.207","0.381","0.178","0.116","0.044","0.082","0.072"
"GTH161","1990.0","SU","05/29/1990 09:00:00","09/04/1990 08:00:00","0.241","0.712","0.133","0.309","0.437","0.27","","","","",""
"ROM206","2020.0","SU","06/02/2020 09:00:00","09/01/2020 08:00:00","0.173","0.509","0.205","0.467","0.665","0.221","0.213","0.037","0.028","0.078","0.016"
"ROM406","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.152","0.473","0.214","0.516","0.722","0.22","0.184","0.034","0.026","0.068","0.015"
"JOT403","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","0.199","0.321","0.449","0.855","1.29","0.113","0.31","0.165","0.04","0.046","0.112"
"GLR468","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","0.514","0.419","0.35","0.231","0.577","0.189","0.03","0.067","0.009","0.026","0.03"
"IRL141","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","1.466","2.469","1.718","0.543","2.252","0.56","0.289","2.445","0.324","0.182","3.694"
"NEC602","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.237","0.582","0.139","0.58","0.71","0.242","0.38","0.016","0.025","0.044","0.015"
"HWF187","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","0.481","2.18","0.063","0.346","0.404","0.647","0.064","0.021","0.013","0.057","0.032"
"POF425","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","","","","","","","","","","",""
"PAR107","1998.0","SU","06/02/1998 09:00:00","09/01/1998 08:00:00","4.084","9.442","0.216","1.717","1.905","2.375","","","","",""
"WST109","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","2.127","1.21","0.364","0.597","0.951","0.439","","","","",""
"HOX148","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","3.113","1.927","2.215","0.955","3.155","1.119","0.178","0.108","0.043","0.037",""
"ROM406","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","0.32","0.697","0.212","0.712","0.912","0.291","0.16","0.033","0.025","0.051","0.012"
"POF425","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","","","","","","","","","","",""
"ALH157","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.865","1.691","0.487","1.184","1.652","0.542","0.553","0.061","0.066","0.088","0.033"
"HOW191","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","","","","","","","","","","",""
"ALH157","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","8.609","2.531","4.545","0.773","5.306","2.032","0.346","0.125","0.041","0.055","0.151"
"ALH157","1993.0","SU","06/01/1993 09:00:00","08/31/1993 08:00:00","7.943","6.483","0.957","2.829","3.741","2.1","","","","",""
"ANA115","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","1.608","2.259","0.265","1.425","1.667","0.721","0.41","0.042","0.095","0.083","0.033"
"DCP114","2020.0","SU","06/02/2020 09:00:00","09/01/2020 08:00:00","0.491","1.385","0.317","1.126","1.425","0.541","0.27","0.038","0.064","0.101","0.033"
"PAR107","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","2.167","6.653","0.091","0.971","1.046","1.893","0.338","0.03","0.041","0.121","0.032"
"ROM206","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","0.353","0.787","0.139","0.805","0.931","0.316","0.111","0.025","0.017","0.041","0.012"
"JOT403","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.685","1.158","1.032","2.068","3.067","0.349","0.421","0.358","0.083","0.103","0.056"
"LRL117","2000.0","SU","05/30/2000 09:00:00","08/29/2000 08:00:00","7.401","7.509","0.093","1.977","2.038","2.237","0.122","0.052","0.02","0.072",""
"BEL116","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","2.552","4.558","0.176","1.727","1.875","1.456","0.202","0.087","0.043","0.118","0.035"
"HWF187","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","2.18","1.844","0.23","0.902","1.118","0.586","0.033","0.076","0.011","0.025","0.035"
"GRS420","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","2.863","7.505","0.055","2.28","2.299","1.779","0.161","0.077","0.036","0.063",""
"CHA467","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","1.789","0.652","0.191","0.385","0.57","0.248","","","","",""
"CNT169","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.148","0.436","0.222","0.44","0.655","0.262","0.185","0.036","0.026","0.076","0.013"
"CON186","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","","","","","","","","","","",""
"LRL117","1990.0","SU","05/29/1990 09:00:00","09/04/1990 08:00:00","9.984","10.509","0.112","2.436","2.509","2.232","","","","",""
"STK138","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","1.158","2.291","0.69","1.334","2.003","0.788","0.819","0.04","0.24","0.083","0.034"
"DEN417","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.134","0.265","0.031","0.086","0.116","0.109","0.032","0.017","0.007","0.03","0.016"
"DEV412","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","0.178","0.521","0.257","1.009","1.25","0.14","0.224","0.17","0.044","0.042",""
"ALH157","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.746","1.598","0.551","1.131","1.663","0.573","0.659","0.04","0.081","0.083","0.033"
"SHN418","1990.0","SU","05/29/1990 09:00:00","09/04/1990 08:00:00","6.668","10.269","0.108","2.941","3.001","2.173","","","","",""
"MAC426","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.905","2.722","0.197","0.995","1.176","0.899","0.205","0.055","0.032","0.085","0.033"
"BBE401","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.453","1.865","0.453","0.577","1.021","0.536","0.502","0.189","0.042","0.049","0.03"
"VOY413","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","0.653","1.181","0.905","0.223","1.124","0.547","0.083","0.152","0.038","0.034","0.115"
"VPI120","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","11.688","2.262","0.573","2.184","2.722","0.712","0.154","0.098","0.022","0.035","0.049"
"DCP114","1995.0","WI","11/29/1994 09:00:00","02/28/1995 08:00:00","16.424","3.928","3.706","1.803","5.48","2.174","","","","",""
"PED108","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","2.569","6.707","0.072","1.416","1.466","2.137","0.11","0.101","0.032","0.076","0.033"
"HWF187","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.14","0.584","0.065","0.149","0.212","0.216","0.057","0.017","0.014","0.047","0.032"
"MEV405","1997.0","SU","06/03/1997 09:00:00","09/02/1997 08:00:00","0.751","0.98","0.172","0.867","1.025","0.322","","","","",""
"BEL116","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","3.663","2.033","1.823","1.036","2.842","1.037","0.175","0.491","0.031","0.064","0.432"
"WNC429","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","0.863","0.57","0.448","0.515","0.954","0.27","0.101","0.03","0.013","0.016","0.019"
"ALC188","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","","","","","","","","","","",""
"CNT169","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","0.355","0.242","0.055","0.244","0.295","0.09","0.02","0.022","0.003","0.007",""
"UVL124","1990.0","WI","11/28/1989 09:00:00","02/27/1990 08:00:00","11.392","3.26","3.792","1.328","5.099","1.936","","","","",""
"PAR107","1993.0","SU","06/01/1993 09:00:00","08/31/1993 08:00:00","7.377","11.707","0.277","1.882","2.129","2.705","","","","",""
"MOR409","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","0.329","0.259","0.087","0.08","0.166","0.104","","","","",""
"PNF126","1993.0","WI","12/01/1992 09:00:00","03/02/1993 08:00:00","6.076","2.291","0.179","1.596","1.75","0.583","","","","",""
"CHA467","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","0.43","1.193","0.469","1.022","1.475","0.452","0.395","0.115","0.046","0.115","0.059"
"BFT142","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","1.377","4.214","0.969","0.913","1.868","0.87","0.883","1.048","0.154","0.179",""
"VPI120","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","3.874","3.975","0.183","0.93","1.098","1.246","0.167","0.035","0.031","0.079","0.031"
"GRC474","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","0.257","0.953","0.286","0.891","1.162","0.307","0.2","0.113","0.035","0.044","0.02"
"ABT147","1996.0","SU","06/04/1996 09:00:00","09/03/1996 08:00:00","1.853","5.518","0.251","2.822","3.027","1.68","","","","",""
"CHA467","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","0.402","0.461","0.189","0.284","0.468","0.171","0.114","0.044","0.011","0.019","0.03"
"BAS601","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.819","0.556","0.122","0.523","0.636","0.245","0.189","0.033","0.029","0.073","0.013"
"ANA115","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","7.522","2.359","3.556","1.16","4.698","1.561","0.264","0.258","0.073","0.053","0.225"
"SHN418","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.449","1.439","0.236","0.77","0.994","0.517","0.155","0.05","0.028","0.047","0.03"
"SAL133","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.523","1.446","0.419","1.218","1.618","0.547","0.34","0.04","0.083","0.106","0.032"
"LYK123","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","12.691","3.652","4.012","1.783","5.767","2.252","","","","",""
"CVL151","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.847","1.196","0.56","0.538","1.09","0.41","0.14","0.214","0.035","0.1","0.131"
"MAC426","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","3.757","2.071","1.992","1.062","3.037","1.189","0.222","0.126","0.029","0.06","0.057"
"ARE128","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","6.07","8.302","0.246","3.022","3.22","2.859","0.201","0.035","0.031","0.072",""
"SHN418","1990.0","WI","11/28/1989 09:00:00","02/27/1990 08:00:00","13.204","2.574","0.496","2.381","2.839","0.938","","","","",""
"VOY413","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","0.608","1.753","0.146","0.637","0.773","0.553","0.211","0.014","0.048","0.05","0.017"
"FOR605","2020.0","SU","06/02/2020 09:00:00","09/01/2020 08:00:00","0.235","0.455","0.129","0.638","0.757","0.178","0.207","0.028","0.031","0.059","0.015"
"PRK134","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","0.901","1.62","0.274","0.792","1.053","0.576","0.278","0.017","0.059","0.067","0.032"
"SAN189","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.298","0.74","2.016","0.162","2.175","0.773","0.19","0.057","0.029","0.028","0.063"
"CNT169","1997.0","WI","12/03/1996 09:00:00","03/04/1997 08:00:00","0.339","0.29","0.04","0.237","0.274","0.103","","","","",""
"CDZ171","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.442","1.576","0.246","0.835","1.069","0.544","0.264","0.089","0.044","0.106","0.034"
"GRB411","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.174","0.483","0.153","0.497","0.642","0.18","0.387","0.06","0.038","0.029","0.025"
"GTH161","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","0.148","0.641","0.127","0.295","0.418","0.246","0.104","0.032","0.017","0.034",""
"CAN407","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","0.466","0.781","0.241","1.111","1.335","0.309","0.361","0.058","0.041","0.062",""
"MCK231","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","8.057","2.604","2.04","2.02","4.027","1.363","0.226","0.099","0.029","0.054",""
"WSP144","1991.0","WI","12/04/1990 09:00:00","02/26/1991 08:00:00","20.743","4.191","1.794","2.168","3.927","1.786","","","","",""
"HWF187","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.153","0.744","0.081","0.225","0.303","0.282","0.072","0.022","0.016","0.068","0.033"
"ARE128","1989.0","SU","05/30/1989 09:00:00","08/29/1989 08:00:00","8.537","11.455","0.933","4.363","5.227","3.948","0.244","0.085","0.049","0.242",""
"VIN140","2000.0","SU","05/30/2000 09:00:00","08/29/2000 08:00:00","6.973","6.528","1.193","2.413","3.568","2.131","1.001","0.076","0.138","0.115",""
"BEL116","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.788","2.039","0.234","1.311","1.524","0.629","0.182","0.121","0.042","0.083","0.034"
"MOR409","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","0.218","0.252","0.109","0.101","0.209","0.101","0.015","0.104","0.013","0.022",""
"SPD111","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","0.699","3.951","0.113","0.853","0.953","1.198","0.321","0.052","0.042","0.115","0.034"
"SPD111","1997.0","SU","06/03/1997 09:00:00","09/02/1997 08:00:00","2.905","8.205","0.269","1.892","2.131","2.75","","","","",""
"CHA467","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","0.752","0.676","0.236","0.373","0.603","0.239","0.137","0.07","0.014","0.021",""
"GRB411","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.221","0.53","0.231","0.491","0.714","0.196","0.466","0.126","0.047","0.055","0.108"
"MAC426","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","1.102","3.121","0.287","1.074","1.344","0.942","0.393","0.106","0.054","0.095","0.037"
"ROM406","1996.0","WI","11/28/1995 09:00:00","02/27/1996 08:00:00","","","","","","","","","","",""
"VIN140","1991.0","SU","06/04/1991 09:00:00","09/03/1991 08:00:00","15.661","11.799","1.715","3.215","4.879","3.513","","","","",""
"PRK134","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.818","1.251","2.803","0.267","3.066","1.173","0.191","0.11","0.028","0.055","0.136"
"BEL116","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","10.597","3.351","1.785","1.602","3.362","1.472","0.187","0.255","0.04","0.07","0.132"
"YEL408","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","0.832","0.284","0.174","0.168","0.339","0.148","0.015","0.032","0.003","0.009",""
"PNF126","1993.0","SU","06/01/1993 09:00:00","08/31/1993 08:00:00","2.645","9.479","0.157","1.828","1.956","1.955","","","","",""
"GAS153","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.519","2.132","0.215","0.749","0.952","0.624","0.145","0.129","0.038","0.092","0.033"
"DEN417","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","0.243","0.305","0.04","0.083","0.121","0.125","0.022","0.023","0.008","0.019",""
"CKT136","2020.0","SU","06/02/2020 09:00:00","09/01/2020 08:00:00","0.295","1.228","0.127","0.58","0.698","0.401","0.163","0.042","0.032","0.071","0.032"
"OXF122","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","6.485","7.709","0.427","2.515","2.902","2.588","0.431","0.042","0.104","0.112","0.034"
"ESP127","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","1.85","6.362","0.079","1.143","1.203","1.851","0.29","0.082","0.046","0.101","0.032"
"BEL116","1998.0","SU","06/02/1998 09:00:00","09/01/1998 08:00:00","8.108","8.149","0.308","3.453","3.706","2.407","","","","",""
"CHA467","1998.0","SU","06/02/1998 09:00:00","09/01/1998 08:00:00","1.1","1.923","0.269","0.984","1.237","0.637","","","","",""
"WNC429","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.426","0.417","0.309","0.369","0.672","0.185","0.156","0.027","0.016","0.015","0.017"
"PAR107","1989.0","WI","11/29/1988 09:00:00","02/28/1989 08:00:00","24.246","3.502","1.343","1.795","3.18","1.07","0.578","0.142","0.055","0.18",""
"NCS415","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","0.436","0.967","0.148","0.456","0.596","0.293","0.035","0.121","0.023","0.047","0.03"
"DCP114","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","1.501","3.302","0.317","1.49","1.783","1.139","0.279","0.037","0.069","0.088","0.033"
"UIN162","1993.0","WI","12/01/1992 09:00:00","03/02/1993 08:00:00","0.358","0.69","0.115","0.411","0.52","0.237","","","","",""
"MKG113","1989.0","WI","11/29/1988 09:00:00","02/28/1989 08:00:00","32.104","4.122","2.144","2.197","4.454","1.713","0.304","0.213","0.051","0.229",""
"ESP127","1993.0","SU","06/01/1993 09:00:00","08/31/1993 08:00:00","3.417","8.861","0.194","1.769","1.935","2.441","","","","",""
"EVE419","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.373","1.586","0.738","0.23","0.964","0.226","0.208","0.906","0.13","0.098","1.019"
"CNT169","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.154","0.396","0.123","0.331","0.448","0.169","0.111","0.034","0.019","0.026","0.012"
"GRC474","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.307","0.226","0.179","0.25","0.424","0.086","0.054","0.033","0.009","0.011","0.014"
"SAN189","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.419","1.135","0.579","0.972","1.535","0.424","0.51","0.023","0.073","0.084","0.016"
"PSU106","1996.0","SU","06/04/1996 09:00:00","09/03/1996 08:00:00","5.416","8.625","0.427","2.835","3.217","3.059","","","","",""
"CHA467","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.432","0.401","0.225","0.293","0.513","0.168","0.135","0.054","0.015","0.022","0.03"
"HWF187","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","2.932","1.843","0.432","0.945","1.362","0.637","0.052","0.08","0.014","0.025","0.038"
"CDR119","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.254","1.384","0.075","0.298","0.368","0.502","0.082","0.025","0.019","0.07","0.033"
"ARE128","1994.0","WI","11/30/1993 09:00:00","03/01/1994 08:00:00","29.451","3.963","2.146","3.812","5.898","1.603","","","","",""
"PND165","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","0.391","0.637","0.134","0.591","0.716","0.242","","","","",""
"CAD150","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","1.707","1.997","0.846","1.018","1.848","0.775","0.134","0.14","0.029","0.062","0.072"
"SAL133","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","1.518","3.101","0.474","2.017","2.459","1.127","0.321","0.026","0.092","0.098","0.033"
"ABT147","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","3.091","1.601","1.308","1.189","2.478","0.772","0.072","0.283","0.025","0.058","0.141"
"LRL117","1989.0","WI","11/29/1988 09:00:00","02/28/1989 08:00:00","38.598","3.634","0.774","2.433","3.222","1.19","0.197","0.121","0.037","0.153",""
"VIN140","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","15.193","3.485","3.416","1.649","5.039","1.93","","","","",""
"LRL117","1988.0","SU","05/31/1988 09:00:00","08/30/1988 08:00:00","16.617","13.52","0.258","3.677","3.876","","","","","",""
"IRL141","2022.0","WI","11/30/2021 09:00:00","03/01/2022 08:00:00","0.587","1.585","1.454","0.271","1.721","0.273","0.351","2.966","0.373","0.18","5.063"
"PED108","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.351","1.253","0.108","0.645","0.742","0.439","0.09","0.066","0.022","0.062","0.046"
"WST109","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.18","0.928","0.078","0.243","0.317","0.331","0.045","0.031","0.012","0.059","0.033"
"BBE401","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","0.652","2.553","0.565","0.779","1.331","0.597","","","","",""
"BUF603","2020.0","SU","06/02/2020 09:00:00","09/01/2020 08:00:00","0.228","0.471","0.128","0.622","0.74","0.181","0.22","0.031","0.032","0.066","0.015"
"CND125","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","1.123","1.622","1.032","0.709","1.73","0.825","0.073","0.105","0.025","0.069","0.076"
"PNF126","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","4.473","1.986","0.343","1.512","1.832","0.666","0.077","0.067","0.013","0.04",""
"CND125","2021.0","SU","06/01/2021 09:00:00","08/31/2021 08:00:00","0.316","0.995","0.186","0.521","0.699","0.297","0.089","0.156","0.036","0.104","0.052"
"NPT006","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.15","0.41","0.097","0.372","0.463","0.166","0.069","0.035","0.018","0.052","0.023"
"MCK231","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","14.432","3.535","2.846","2.839","5.641","1.916","0.198","0.126","0.025","0.06",""
"GAS153","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.364","1.814","0.304","0.802","1.094","0.524","0.152","0.151","0.042","0.085","0.033"
"BFT142","1998.0","WI","12/02/1997 09:00:00","03/03/1998 08:00:00","3.913","2.763","1.181","0.881","2.047","0.875","","","","",""
"UND002","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.801","0.99","0.532","0.505","1.03","0.422","0.105","0.162","0.021","0.034","0.131"
"ROM206","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.105","0.193","0.099","0.195","0.291","0.085","0.025","0.025","0.004","0.008","0.023"
"DEN417","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","0.743","0.278","0.105","0.054","0.158","0.068","0.015","0.099","0.017","0.009","0.097"
"BBE401","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","","","","","","","","","","",""
"BEL116","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","5.382","2.428","1.49","1.115","2.588","1.065","0.167","0.306","0.029","0.049","0.175"
"CVL151","1993.0","WI","12/01/1992 09:00:00","03/02/1993 08:00:00","7.368","3.881","0.95","1.448","2.375","1.526","","","","",""
"GRB411","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.178","0.17","0.086","0.08","0.165","0.061","0.082","0.044","0.009","0.009","0.031"
"HWF187","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","0.602","1.026","0.292","0.283","0.571","0.389","0.037","0.083","0.013","0.029","0.059"
"CNT169","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","0.254","0.645","0.164","0.579","0.734","0.259","0.146","0.036","0.024","0.046","0.012"
"GLR468","1991.0","SU","06/04/1991 09:00:00","09/03/1991 08:00:00","0.4","0.664","0.103","0.307","0.405","0.224","","","","",""
"MAC426","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","3.072","7.325","0.164","1.726","1.863","2.44","0.238","0.043","0.036","0.089","0.032"
"ARE128","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","4.735","2.187","3.132","1.076","4.191","1.507","0.235","0.293","0.033","0.071","0.251"
"MEV405","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.375","0.321","0.202","0.883","1.071","0.149","0.069","0.019","0.008","0.011","0.014"
"CTH110","2021.0","WI","12/01/2020 09:00:00","03/02/2021 08:00:00","0.534","0.874","1.39","0.413","1.796","0.621","0.096","0.138","0.016","0.037","0.135"
"SEK430","2021.0","WI","12/01/2020 09:00:00","03/02/2021 08:00:00","0.253","0.609","2.259","0.794","3.04","0.738","0.119","0.122","0.023","0.066","0.032"
"GAS153","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","4.036","2.43","0.616","1.234","1.83","1.003","0.083","0.064","0.016","0.067","0.041"
"NCS415","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","0.111","0.245","0.055","0.054","0.109","0.073","0.015","0.044","0.008","0.02","0.056"
"ASH135","1992.0","WI","12/03/1991 09:00:00","03/03/1992 08:00:00","3.412","1.831","0.383","0.543","0.917","0.431","","","","",""
"KEF112","1990.0","WI","11/28/1989 09:00:00","02/27/1990 08:00:00","27.37","3.598","0.557","2.482","3.0","1.158","","","","",""
"CKT136","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","","","","","","","","","","",""
"ARE128","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","7.438","2.453","1.713","1.431","3.121","1.253","0.128","0.14","0.022","0.06","0.076"
"ABT147","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","1.245","3.436","0.249","1.589","1.814","1.1","0.082","0.17","0.037","0.077","0.034"
"WSP144","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","13.193","2.732","2.333","1.473","3.782","1.425","0.196","0.233","0.048","0.064",""
"LYK123","1994.0","SU","05/31/1994 09:00:00","08/30/1994 08:00:00","6.86","10.106","0.933","4.214","5.08","3.44","","","","",""
"IRL141","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.828","1.615","1.184","0.204","1.385","0.291","0.237","2.062","0.268","0.135","3.232"
"ABT147","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.352","0.647","1.148","0.674","1.811","0.391","0.067","0.341","0.035","0.055","0.352"
"DCP114","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","1.098","1.232","3.004","0.566","3.561","1.131","0.252","0.233","0.044","0.06","0.21"
"PNF126","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","1.543","6.719","0.075","1.115","1.172","1.97","0.134","0.068","0.032","0.078","0.029"
"GRB411","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","0.243","0.735","0.216","0.912","1.113","0.266","","","","",""
"COW137","1989.0","WI","11/29/1988 09:00:00","02/28/1989 08:00:00","3.791","2.021","0.258","0.855","1.129","0.682","0.069","0.107","0.03","0.246",""
